"22,11","0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
2050,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,"0,0000",0,,"0,1789",0,0,0,0,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,1,0,,0,1,0,0,0,1,,0,1,0,,"0,2407",#DIV/0!,"0,2547",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,1,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2051,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,"0,0000",0,,"0,1788",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2413",#DIV/0!,"0,2549",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2052,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,,,"0,0000",0,,"0,1788",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,0,1,0,,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,,0,0,0,,"0,2415",#DIV/0!,"0,2550",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,1,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2053,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1787",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,,0,0,0,,"0,2423",#DIV/0!,"0,2550",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
2054,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1786",0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,1,0,,"0,2427",#DIV/0!,"0,2552",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,2,0,1,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2055,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1785",0,0,0,0,0,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,1,,0,0,0,1,1,1,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2429",#DIV/0!,"0,2553",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,1,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2056,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,"0,0000",0,,"0,1784",0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,,0,0,1,,"0,2428",#DIV/0!,"0,2553",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,0,1,2,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2057,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,,,"0,0000",0,,"0,1783",0,0,0,0,0,0,0,0,1,1,1,,0,0,1,0,0,0,1,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,0,,0,0,1,,"0,2428",#DIV/0!,"0,2553",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,2,0,2,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2058,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,,,"0,0000",0,,"0,1782",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,0,1,0,,0,0,0,0,1,0,0,1,,0,0,1,1,0,0,,0,0,0,,"0,2432",#DIV/0!,"0,2555",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,1,0,1,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2059,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,,,"0,0000",0,,"0,1782",0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,,0,0,0,,"0,2436",#DIV/0!,"0,2557",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,1,1,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2060,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1781",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,,0,0,0,,"0,2442",#DIV/0!,"0,2559",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2061,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,,,"0,0000",0,,"0,1780",0,0,0,0,0,1,0,1,0,1,0,,0,0,0,1,1,0,0,0,1,,0,0,1,1,1,1,0,0,,0,0,0,1,0,0,,0,1,0,,"0,2442",#DIV/0!,"0,2559",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1,0,0,2,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2062,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,"0,0000",0,,"0,1779",0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2444",#DIV/0!,"0,2560",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,2,1,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2063,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1778",0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2446",#DIV/0!,"0,2561",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2064,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1777",0,0,0,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,,"0,2450",#DIV/0!,"0,2563",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2065,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,"0,0000",0,,"0,1776",0,0,0,0,0,1,1,0,1,0,1,,0,0,1,1,1,0,1,0,0,,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,,0,1,1,,"0,2447",#DIV/0!,"0,2561",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,1,1,2,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2066,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,,,"0,0000",0,,"0,1776",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2453",#DIV/0!,"0,2563",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2067,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,,"0,0000",0,,"0,1775",0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,1,0,0,1,,0,0,0,0,0,1,0,0,,0,0,1,0,0,1,,0,0,0,,"0,2455",#DIV/0!,"0,2564",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,2,1,0,1,1,2,2,1,0,1,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2068,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,,,"0,0000",0,,"0,1774",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,1,0,1,,0,0,0,0,1,1,,0,0,0,,"0,2459",#DIV/0!,"0,2566",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2069,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,,"0,0000",0,,"0,1773",0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,1,,"0,2461",#DIV/0!,"0,2567",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2070,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,,,"0,0000",0,,"0,1772",0,0,0,0,0,1,0,1,1,0,0,,0,0,0,1,0,0,1,0,0,,0,0,1,1,0,0,0,1,,0,0,0,0,1,1,,0,1,1,,"0,2460",#DIV/0!,"0,2567",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,1,2,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2071,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,,,"0,0000",0,,"0,1771",0,0,0,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,1,,0,1,0,0,0,1,,0,0,1,,"0,2462",#DIV/0!,"0,2568",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2072,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,"0,0000",0,,"0,1770",0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,,0,1,0,,"0,2460",#DIV/0!,"0,2567",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,0,2,0,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2073,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,,,"0,0000",0,,"0,1770",0,0,0,0,0,1,1,1,0,0,0,,0,0,0,1,0,0,0,1,1,,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,,0,1,0,,"0,2459",#DIV/0!,"0,2567",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,0,2,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2074,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,"0,0000",0,,"0,1769",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,1,,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2461",#DIV/0!,"0,2568",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,2,1,1,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2075,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1768",0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2465",#DIV/0!,"0,2569",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,2,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2076,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,"0,0000",0,,"0,1767",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2469",#DIV/0!,"0,2571",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,2,0,0,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2077,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1766",0,0,0,0,0,1,0,0,1,0,1,,0,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,1,1,,"0,2471",#DIV/0!,"0,2572",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,2,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2078,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,"0,0000",0,,"0,1765",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,,"0,2473",#DIV/0!,"0,2573",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,0,1,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2079,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1764",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2479",#DIV/0!,"0,2575",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2080,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,,,"0,0000",0,,"0,1764",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,,"0,2485",#DIV/0!,"0,2577",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,1,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2081,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,,,"0,0000",0,,"0,1763",0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,,0,0,0,,"0,2488",#DIV/0!,"0,2579",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,1,2,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2082,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,,,"0,0000",0,,"0,1762",0,0,0,0,0,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2490",#DIV/0!,"0,2580",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,1,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2083,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,"0,0000",0,,"0,1761",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,,0,0,0,,"0,2496",#DIV/0!,"0,2582",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2084,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,"0,0000",0,,"0,1760",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,,0,0,0,,"0,2503",#DIV/0!,"0,2582",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
2085,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,"0,0000",0,,"0,1759",0,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,,0,1,0,,"0,2507",#DIV/0!,"0,2584",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2086,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,,,"0,0000",0,,"0,1759",0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,0,,0,0,1,,"0,2511",#DIV/0!,"0,2586",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2087,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,,"0,0000",0,,"0,1758",0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,1,1,,0,0,0,0,0,0,,0,1,0,,"0,2515",#DIV/0!,"0,2587",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2088,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,,"0,0000",0,,"0,1757",0,0,0,0,1,0,0,0,1,0,0,,0,0,1,0,0,0,1,0,1,,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,,0,0,1,,"0,2514",#DIV/0!,"0,2587",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,1,2,2,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2089,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,,,"0,0000",0,,"0,1756",0,0,0,0,0,0,0,1,0,1,0,,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,1,0,,0,0,0,1,1,1,,0,0,0,,"0,2514",#DIV/0!,"0,2587",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,2,0,0,0,2,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2090,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"0,0000",0,,"0,1755",0,0,0,0,1,0,0,1,1,0,0,,0,0,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,,0,0,1,,"0,2511",#DIV/0!,"0,2586",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,2,0,2,0,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
